timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
2724.00;171.81;504;39368999#0_1;195.15;0.00;25.25;DEFAULT_VEHTYPE;210.95;580.65
2724.00;255.66;516;:cluster_2991819236_420249033_4_0;2.64;0.00;2.03;DEFAULT_VEHTYPE;189.98;831.00
2724.00;179.19;528;:cluster_2991819236_420249033_20_0;14.20;0.00;8.44;DEFAULT_VEHTYPE;182.40;813.10
2724.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2724.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2725.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2725.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2725.00;352.88;248;-39368999#0_1;126.74;0.00;30.76;DEFAULT_VEHTYPE;206.03;642.77
2725.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2725.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2725.00;261.82;459;:6530229491_0_1;2.52;0.00;9.04;DEFAULT_VEHTYPE;198.31;835.96
2725.00;171.81;504;39368999#0_1;216.91;0.00;21.76;DEFAULT_VEHTYPE;214.05;559.13
2725.00;242.05;516;:cluster_2991819236_420249033_4_0;6.90;0.00;4.26;DEFAULT_VEHTYPE;186.38;828.96
2725.00;173.61;528;695429325#0_1;8.99;0.00;9.51;DEFAULT_VEHTYPE;183.41;803.65
2725.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2725.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2726.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2726.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2726.00;352.88;248;-39368999#0_1;157.32;0.00;30.58;DEFAULT_VEHTYPE;202.24;673.12
2726.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2726.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2726.00;261.84;459;695446624#1_2;2.53;0.00;5.00;DEFAULT_VEHTYPE;193.83;832.09
2726.00;171.81;504;39368999#0_1;234.40;0.00;17.49;DEFAULT_VEHTYPE;216.54;541.82
2726.00;207.81;516;:cluster_2991819236_420249033_20_0;3.52;0.00;6.33;DEFAULT_VEHTYPE;183.22;823.65
2726.00;173.62;528;695429325#1_1;11.69;0.00;12.05;DEFAULT_VEHTYPE;184.74;791.77
2726.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2726.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2727.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2727.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2727.00;352.74;248;-39368999#0_1;187.03;0.00;29.71;DEFAULT_VEHTYPE;198.54;702.62
2727.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2727.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2727.00;250.37;459;:cluster_2991819236_420249033_4_0;4.93;0.00;6.32;DEFAULT_VEHTYPE;187.84;830.22
2727.00;171.81;504;39368999#0_1;247.39;0.00;12.99;DEFAULT_VEHTYPE;218.39;528.97
2727.00;181.51;516;:cluster_2991819236_420249033_20_0;11.22;0.00;7.69;DEFAULT_VEHTYPE;182.36;816.08
2727.00;173.62;528;695429325#1_1;25.49;0.00;13.80;DEFAULT_VEHTYPE;186.27;778.06
2727.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2727.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2728.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2728.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2728.00;352.74;248;-39368999#0_1;212.64;0.00;25.60;DEFAULT_VEHTYPE;195.30;728.02
2728.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2728.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2728.00;229.91;459;:cluster_2991819236_420249033_4_0;8.98;0.00;4.05;DEFAULT_VEHTYPE;185.01;827.41
2728.00;169.82;504;39368999#0_1;255.87;0.00;8.49;DEFAULT_VEHTYPE;219.88;520.62
2728.00;173.61;516;695429325#0_1;6.71;0.00;10.22;DEFAULT_VEHTYPE;183.16;805.91
2728.00;173.64;528;39368999#0_1;11.67;0.00;15.55;DEFAULT_VEHTYPE;188.00;762.61
2728.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2728.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2729.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2729.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2729.00;353.63;248;-39368999#0_1;233.74;0.00;21.10;DEFAULT_VEHTYPE;192.74;748.98
2729.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2729.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2729.00;196.16;459;:cluster_2991819236_420249033_20_0;5.79;0.00;6.53;DEFAULT_VEHTYPE;182.61;821.47
2729.00;169.82;504;39368999#0_1;259.86;0.00;3.99;DEFAULT_VEHTYPE;220.59;516.70
2729.00;173.62;516;695429325#1_1;9.08;0.00;11.72;DEFAULT_VEHTYPE;184.45;794.37
2729.00;173.64;528;39368999#0_1;28.81;0.00;17.14;DEFAULT_VEHTYPE;189.90;745.58
2729.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2729.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2730.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2730.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2730.00;353.63;248;-39368999#0_1;250.35;0.00;16.60;DEFAULT_VEHTYPE;190.90;765.49
2730.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2730.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2730.00;261.79;432;695446624#0_0;5.10;0.00;25.01;DEFAULT_VEHTYPE;219.08;842.18
2730.00;179.19;459;:cluster_2991819236_420249033_20_0;13.93;0.00;8.13;DEFAULT_VEHTYPE;182.40;813.37
2730.00;147.46;504;:1333361924_7_0;0.10;0.00;2.47;DEFAULT_VEHTYPE;222.53;515.44
2730.00;173.62;516;695429325#1_1;22.16;0.00;13.08;DEFAULT_VEHTYPE;185.90;781.37
2730.00;172.75;528;39368999#0_1;47.83;0.00;19.02;DEFAULT_VEHTYPE;192.24;726.71
2730.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2730.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2731.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2731.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2731.00;353.55;248;-695429325#1_1;2.68;0.00;12.10;DEFAULT_VEHTYPE;189.55;777.52
2731.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2731.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2731.00;261.84;432;:6530229491_0_0;4.87;0.00;23.80;DEFAULT_VEHTYPE;195.52;838.79
2731.00;173.61;459;695429325#0_1;8.84;0.00;9.63;DEFAULT_VEHTYPE;183.39;803.80
2731.00;60.35;504;-39368999#0_1;0.72;0.00;2.96;DEFAULT_VEHTYPE;223.61;517.94
2731.00;173.64;516;39368999#0_1;7.50;0.00;14.71;DEFAULT_VEHTYPE;187.54;766.75
2731.00;172.75;528;39368999#0_1;68.77;0.00;20.94;DEFAULT_VEHTYPE;194.89;705.94
2731.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2731.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2732.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2732.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2732.00;353.62;248;-695429325#1_1;10.38;0.00;7.70;DEFAULT_VEHTYPE;188.70;785.17
2732.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2732.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2732.00;261.72;432;:cluster_2991819236_420249033_1_0;20.18;0.00;24.23;DEFAULT_VEHTYPE;171.53;835.31
2732.00;173.62;459;695429325#1_1;11.63;0.00;12.14;DEFAULT_VEHTYPE;184.73;791.83
2732.00;349.83;504;-39368999#0_1;5.97;0.00;5.25;DEFAULT_VEHTYPE;222.69;523.11
2732.00;173.64;516;39368999#0_1;23.57;0.00;16.08;DEFAULT_VEHTYPE;189.32;750.78
2732.00;172.92;528;39368999#0_1;92.11;0.00;23.34;DEFAULT_VEHTYPE;197.81;682.80
2732.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2732.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2733.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2733.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2733.00;353.62;248;-695429325#1_1;14.03;0.00;3.65;DEFAULT_VEHTYPE;188.29;788.80
2733.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2733.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2733.00;261.54;432;695490087#1_0;5.55;0.00;23.78;DEFAULT_VEHTYPE;148.01;831.82
2733.00;173.62;459;695429325#1_1;26.33;0.00;14.70;DEFAULT_VEHTYPE;186.37;777.22
2733.00;349.98;504;-39368999#0_1;12.61;0.00;6.64;DEFAULT_VEHTYPE;221.53;529.65
2733.00;172.75;516;39368999#0_1;40.98;0.00;17.40;DEFAULT_VEHTYPE;191.38;733.51
2733.00;172.88;528;39368999#0_1;116.96;0.00;24.84;DEFAULT_VEHTYPE;200.88;658.16
2733.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2733.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2734.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2734.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2734.00;353.62;248;-695429325#1_1;14.66;0.00;0.63;DEFAULT_VEHTYPE;188.22;789.43
2734.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2734.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2734.00;261.54;432;695490087#1_0;30.16;0.00;24.62;DEFAULT_VEHTYPE;123.67;828.20
2734.00;173.64;459;39368999#0_1;13.06;0.00;16.10;DEFAULT_VEHTYPE;188.16;761.23
2734.00;351.81;504;-39368999#0_1;20.99;0.00;8.38;DEFAULT_VEHTYPE;220.33;537.95
2734.00;172.75;516;39368999#0_1;60.57;0.00;19.59;DEFAULT_VEHTYPE;193.85;714.08
2734.00;172.88;528;39368999#0_1;143.95;0.00;26.99;DEFAULT_VEHTYPE;204.23;631.38
2734.00;261.79;567;695446624#0_0;5.10;0.00;20.68;DEFAULT_VEHTYPE;219.08;842.18
2734.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2734.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2735.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2735.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2735.00;353.62;248;-695429325#1_1;14.85;0.00;0.19;DEFAULT_VEHTYPE;188.20;789.61
2735.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2735.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2735.00;261.54;432;695490087#1_0;54.44;0.00;24.28;DEFAULT_VEHTYPE;99.67;824.63
2735.00;173.64;459;39368999#0_1;31.40;0.00;18.34;DEFAULT_VEHTYPE;190.19;743.01
2735.00;351.81;504;-39368999#0_1;31.94;0.00;10.95;DEFAULT_VEHTYPE;218.77;548.79
2735.00;172.74;516;39368999#0_1;81.53;0.00;20.96;DEFAULT_VEHTYPE;196.50;693.30
2735.00;172.91;528;39368999#0_1;171.07;0.00;27.12;DEFAULT_VEHTYPE;207.48;604.48
2735.00;261.79;567;695446624#0_0;21.27;0.00;16.18;DEFAULT_VEHTYPE;203.08;839.87
2735.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2735.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2736.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2736.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2736.00;353.62;248;-695429325#1_1;14.91;0.00;0.06;DEFAULT_VEHTYPE;188.19;789.68
2736.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2736.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2736.00;262.85;432;695490087#1_0;79.13;0.00;24.68;DEFAULT_VEHTYPE;75.22;821.37
2736.00;172.75;459;39368999#0_1;51.72;0.00;20.32;DEFAULT_VEHTYPE;192.73;722.85
2736.00;351.81;504;-39368999#0_1;44.88;0.00;12.94;DEFAULT_VEHTYPE;216.93;561.60
2736.00;172.88;516;39368999#0_1;103.90;0.00;22.37;DEFAULT_VEHTYPE;199.26;671.11
2736.00;171.81;528;39368999#0_1;196.29;0.00;25.22;DEFAULT_VEHTYPE;211.12;579.53
2736.00;261.86;567;:cluster_2991819236_420249033_0_0;0.00;0.00;11.68;DEFAULT_VEHTYPE;191.48;838.21
2736.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2736.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2737.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2737.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2737.00;353.62;248;-695429325#1_1;14.91;0.00;0.00;DEFAULT_VEHTYPE;188.19;789.68
2737.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2737.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2737.00;262.85;432;695490087#1_0;104.10;0.00;24.97;DEFAULT_VEHTYPE;50.46;818.26
2737.00;172.74;459;39368999#0_1;73.63;0.00;21.91;DEFAULT_VEHTYPE;195.50;701.13
2737.00;351.81;504;-39368999#0_1;59.13;0.00;14.26;DEFAULT_VEHTYPE;214.89;575.72
2737.00;172.88;516;39368999#0_1;128.77;0.00;24.87;DEFAULT_VEHTYPE;202.35;646.44
2737.00;171.81;528;39368999#0_1;217.00;0.00;20.72;DEFAULT_VEHTYPE;214.06;559.03
2737.00;311.80;567;:cluster_2991819236_420249033_0_0;7.36;0.00;7.36;DEFAULT_VEHTYPE;185.61;841.35
2737.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2737.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2738.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2738.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2738.00;353.62;248;-695429325#1_1;14.91;0.00;0.00;DEFAULT_VEHTYPE;188.19;789.68
2738.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2738.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2738.00;172.89;459;39368999#0_1;96.90;0.00;23.27;DEFAULT_VEHTYPE;198.40;678.05
2738.00;351.81;504;-39368999#0_1;75.09;0.00;15.95;DEFAULT_VEHTYPE;212.62;591.52
2738.00;172.88;516;39368999#0_1;155.25;0.00;26.49;DEFAULT_VEHTYPE;205.63;620.17
2738.00;171.81;528;39368999#0_1;233.37;0.00;16.37;DEFAULT_VEHTYPE;216.39;542.84
2738.00;351.96;567;695446623#0_0;4.78;0.00;6.47;DEFAULT_VEHTYPE;184.51;847.71
2738.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2738.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2739.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2739.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2739.00;353.62;248;-695429325#1_1;14.92;0.00;0.00;DEFAULT_VEHTYPE;188.19;789.68
2739.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2739.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2739.00;172.88;459;39368999#0_1;122.75;0.00;25.85;DEFAULT_VEHTYPE;201.60;652.41
2739.00;352.94;504;-39368999#0_0;93.57;0.00;18.48;DEFAULT_VEHTYPE;213.21;610.31
2739.00;171.79;516;39368999#0_1;181.60;0.00;26.34;DEFAULT_VEHTYPE;209.03;594.06
2739.00;171.81;528;39368999#0_1;246.43;0.00;13.06;DEFAULT_VEHTYPE;218.25;529.92
2739.00;352.32;567;695446623#0_0;13.22;0.00;8.43;DEFAULT_VEHTYPE;183.38;856.07
2739.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2739.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2740.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2740.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2740.00;353.62;248;-695429325#1_1;14.92;0.00;0.00;DEFAULT_VEHTYPE;188.19;789.68
2740.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2740.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2740.00;172.88;459;39368999#0_1;149.13;0.00;26.38;DEFAULT_VEHTYPE;204.87;626.24
2740.00;352.88;504;-39368999#0_0;113.95;0.00;20.38;DEFAULT_VEHTYPE;210.78;630.54
2740.00;171.81;516;39368999#0_1;204.49;0.00;22.89;DEFAULT_VEHTYPE;212.28;571.42
2740.00;169.82;528;39368999#0_1;255.12;0.00;8.69;DEFAULT_VEHTYPE;219.75;521.36
2740.00;352.31;567;695446623#1_0;9.85;0.00;10.73;DEFAULT_VEHTYPE;181.96;866.61
2740.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2740.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2741.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2741.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2741.00;353.62;248;-695429325#1_1;14.92;0.00;0.00;DEFAULT_VEHTYPE;188.19;789.68
2741.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2741.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2741.00;171.38;459;39368999#0_1;175.30;0.00;26.17;DEFAULT_VEHTYPE;208.12;600.29
2741.00;352.88;504;-39368999#0_0;136.45;0.00;22.50;DEFAULT_VEHTYPE;208.00;652.85
2741.00;171.81;516;39368999#0_1;222.87;0.00;18.39;DEFAULT_VEHTYPE;214.90;553.23
2741.00;169.82;528;39368999#0_1;259.31;0.00;4.19;DEFAULT_VEHTYPE;220.49;517.24
2741.00;352.31;567;695446623#1_0;23.03;0.00;13.17;DEFAULT_VEHTYPE;180.20;879.66
2741.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2741.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2742.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2742.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2742.00;353.62;248;-695429325#1_1;14.92;0.00;0.00;DEFAULT_VEHTYPE;188.19;789.68
2742.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2742.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2742.00;171.81;459;39368999#0_1;196.97;0.00;21.67;DEFAULT_VEHTYPE;211.21;578.85
2742.00;352.88;504;-39368999#0_0;161.21;0.00;24.77;DEFAULT_VEHTYPE;204.93;677.42
2742.00;171.81;516;39368999#0_1;236.76;0.00;13.89;DEFAULT_VEHTYPE;216.88;539.49
2742.00;147.46;528;:1333361924_7_0;0.10;0.00;3.02;DEFAULT_VEHTYPE;222.53;515.44
2742.00;261.79;531;695446624#0_0;5.10;0.00;13.71;DEFAULT_VEHTYPE;219.08;842.18
2742.00;352.31;567;695446623#1_0;38.63;0.00;15.61;DEFAULT_VEHTYPE;178.11;895.13
2742.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2742.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2743.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2743.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2743.00;353.62;248;-695429325#1_1;14.92;0.00;0.00;DEFAULT_VEHTYPE;188.19;789.68
2743.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2743.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2743.00;171.81;459;39368999#0_1;214.29;0.00;17.32;DEFAULT_VEHTYPE;213.68;561.72
2743.00;352.75;504;-39368999#0_0;186.63;0.00;25.42;DEFAULT_VEHTYPE;201.76;702.63
2743.00;171.81;516;39368999#0_1;246.27;0.00;9.51;DEFAULT_VEHTYPE;218.23;530.08
2743.00;47.21;528;-39368999#0_1;1.11;0.00;3.35;DEFAULT_VEHTYPE;223.54;518.33
2743.00;261.82;531;695446624#0_1;18.14;0.00;13.04;DEFAULT_VEHTYPE;206.63;837.16
2743.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2743.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2744.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2744.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2744.00;353.62;248;-695429325#1_1;14.92;0.00;0.00;DEFAULT_VEHTYPE;188.19;789.68
2744.00;353.61;288;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
2744.00;353.61;375;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
2744.00;171.81;459;39368999#0_1;228.22;0.00;13.92;DEFAULT_VEHTYPE;215.66;547.94
2744.00;352.75;504;-39368999#0_0;211.31;0.00;24.68;DEFAULT_VEHTYPE;198.65;727.10
2744.00;169.82;516;39368999#0_1;253.94;0.00;7.67;DEFAULT_VEHTYPE;219.54;522.52
2744.00;349.83;528;-39368999#0_1;6.22;0.00;5.11;DEFAULT_VEHTYPE;222.64;523.36
2744.00;261.83;531;:6530229491_0_2;3.12;0.00;9.01;DEFAULT_VEHTYPE;198.17;832.71
2744.00;172.28;668;-695446623#0_0;12.99;0.00;0.00;DEFAULT_VEHTYPE;175.51;842.68
2744.00;172.28;766;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
2745.00;353.62;210;-695429325#1_1;22.42;0.00;0.00;DEFAULT_VEHTYPE;187.36;797.14
2745.00;353.62;228;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
2745.00;353.62;248;-695429325#1_1;14.92;0.00;0.00;DEFAULT_VEHTYPE;188.19;789.68
2745.00;348.05;288;:cluster_2991819236_420249033_9_0;0.85;0.00;1.85;DEFAULT_VEHTYPE;185.04;813.59
2745.00;353.50;375;:cluster_2991819236_420249033_6_0;0.98;0.00;1.98;DEFAULT_VEHTYPE;188.65;814.27
2745.00;171.81;459;39368999#0_0;239.28;0.00;11.07;DEFAULT_VEHTYPE;214.08;536.44
2745.00;353.57;504;-39368999#0_0;231.48;0.00;20.18;DEFAULT_VEHTYPE;196.17;747.11
