tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1122.00;695490087#1_0;110.06;26.25;1115.00;0.79;695446624#0_0;5.10;26.79;tripinfo_443 fcd_443;7.00;443;0;176.33;0.96;0.00;0.16;DEFAULT_VEHTYPE;;0;0.00
1125.00;39368999#0_0;259.89;7.43;1095.00;0.90;695446624#0_0;5.10;13.71;tripinfo_466 fcd_466;30.00;466;0;350.89;0.96;0.00;15.48;DEFAULT_VEHTYPE;;1;2.00
1132.00;695504114#4_0;49.75;16.26;1109.00;0.46;-39368999#0_0;5.10;25.42;tripinfo_319 fcd_319;23.00;319;0;361.63;0.92;0.00;7.36;DEFAULT_VEHTYPE;;0;0.00
1138.00;695490087#1_0;110.06;21.70;1089.00;0.16;-695446623#1_0;5.10;19.17;tripinfo_600 fcd_600;49.00;600;0;196.03;1.13;0.00;41.23;DEFAULT_VEHTYPE;;1;29.00
1139.00;695504114#4_0;49.75;17.08;1039.00;0.86;695446624#0_0;5.10;13.71;tripinfo_510 fcd_510;100.00;510;0;722.30;0.93;0.00;68.65;DEFAULT_VEHTYPE;;2;40.00
1139.00;695490087#1_2;110.06;24.44;1083.00;0.94;-39368999#0_0;5.10;31.44;tripinfo_240 fcd_240;56.00;240;0;444.49;1.13;0.00;40.43;DEFAULT_VEHTYPE;;1;26.00
1141.00;695490087#1_2;110.06;22.06;1089.00;0.72;-39368999#0_0;5.10;26.59;tripinfo_204 fcd_204;52.00;204;0;444.49;0.96;0.00;34.16;DEFAULT_VEHTYPE;;1;20.00
1142.00;695446623#1_0;50.37;23.98;1123.00;0.31;-39368999#0_0;5.10;24.08;tripinfo_373 fcd_373;19.00;373;0;387.41;0.87;0.00;2.47;DEFAULT_VEHTYPE;;0;0.00
1143.00;695490087#1_2;110.06;23.75;1039.00;0.16;695504114#1_1;5.10;24.39;tripinfo_39 fcd_39;104.00;39;0;921.40;0.88;0.00;62.08;DEFAULT_VEHTYPE;;1;31.00
1145.00;39368999#0_0;259.89;20.76;1082.00;0.18;-695446623#1_0;5.10;20.87;tripinfo_694 fcd_694;63.00;694;0;387.69;0.75;0.00;44.45;DEFAULT_VEHTYPE;;1;36.00
1146.00;695490087#1_2;110.06;23.10;1087.00;0.73;695504114#1_0;5.10;29.02;tripinfo_11 fcd_11;59.00;11;0;921.40;1.04;0.00;23.28;DEFAULT_VEHTYPE;;0;0.00
1147.00;695504114#4_0;49.75;17.96;1056.00;0.45;695446624#0_0;5.10;13.71;tripinfo_507 fcd_507;91.00;507;0;722.30;0.88;0.00;57.76;DEFAULT_VEHTYPE;;3;27.00
1149.00;695446623#1_1;50.37;15.10;1135.00;0.73;-695446623#1_0;5.10;20.87;tripinfo_756 fcd_756;14.00;756;0;128.50;0.85;0.00;6.79;DEFAULT_VEHTYPE;;0;0.00
1152.00;695504114#4_0;49.75;16.89;1080.00;0.54;695446624#0_0;5.10;11.25;tripinfo_527 fcd_527;72.00;527;0;722.30;0.84;0.00;36.28;DEFAULT_VEHTYPE;;1;14.00
1153.00;695504114#4_2;49.75;16.27;1096.00;0.88;-695446623#1_0;5.10;17.58;tripinfo_725 fcd_725;57.00;725;0;142.02;0.98;0.00;50.31;DEFAULT_VEHTYPE;;2;40.00
1156.00;39368999#0_0;259.89;28.58;1131.00;0.23;695504114#1_0;5.10;29.20;tripinfo_55 fcd_55;25.00;55;0;467.13;1.05;0.00;8.20;DEFAULT_VEHTYPE;;0;0.00
1166.00;695504114#4_2;49.75;17.25;1155.00;0.86;-695446623#1_0;5.10;20.87;tripinfo_700 fcd_700;11.00;700;0;142.02;1.21;0.00;5.52;DEFAULT_VEHTYPE;;0;0.00
1169.00;695446623#1_0;50.37;16.22;1158.00;0.41;695446624#0_0;5.10;13.71;tripinfo_590 fcd_590;11.00;590;0;101.36;0.99;0.00;6.27;DEFAULT_VEHTYPE;;0;0.00
1175.00;695504114#4_0;49.75;25.35;1163.00;0.10;695504114#1_0;5.10;26.92;tripinfo_116 fcd_116;12.00;116;0;239.51;0.97;0.00;2.26;DEFAULT_VEHTYPE;;0;0.00
1177.00;39368999#0_1;259.89;26.97;1145.00;0.56;-39368999#0_0;5.10;27.05;tripinfo_298 fcd_298;32.00;298;0;596.38;0.97;0.00;8.50;DEFAULT_VEHTYPE;;0;0.00
1186.00;39368999#0_1;259.89;22.94;1152.00;0.70;-39368999#0_0;5.10;24.20;tripinfo_286 fcd_286;34.00;286;0;596.38;0.87;0.00;7.69;DEFAULT_VEHTYPE;;0;0.00
1194.00;39368999#0_0;259.89;15.01;1133.00;0.43;695446624#0_0;5.10;13.71;tripinfo_473 fcd_473;61.00;473;0;350.89;0.98;0.00;46.28;DEFAULT_VEHTYPE;;1;35.00
1195.00;39368999#0_1;259.89;24.65;1168.00;0.35;695446624#0_0;5.10;13.71;tripinfo_481 fcd_481;27.00;481;0;350.89;1.08;0.00;14.01;DEFAULT_VEHTYPE;;1;4.00
1200.00;695504114#4_0;49.75;16.79;1180.00;0.80;-39368999#0_0;5.10;28.82;tripinfo_329 fcd_329;20.00;329;0;361.63;1.04;0.00;6.65;DEFAULT_VEHTYPE;;0;0.00
1201.00;39368999#0_1;259.89;19.90;1177.00;0.17;695446624#0_0;5.10;13.71;tripinfo_483 fcd_483;24.00;483;0;350.89;0.76;0.00;4.85;DEFAULT_VEHTYPE;;0;0.00
1210.00;39368999#0_1;259.89;26.37;1189.00;0.63;695446624#0_0;5.10;13.71;tripinfo_458 fcd_458;21.00;458;0;350.89;0.98;0.00;6.08;DEFAULT_VEHTYPE;;0;0.00
1222.00;695504114#4_0;49.75;16.68;1122.00;0.33;695446624#0_0;5.10;13.71;tripinfo_524 fcd_524;100.00;524;0;722.30;0.97;0.00;69.93;DEFAULT_VEHTYPE;;1;43.00
1223.00;695504114#4_2;49.75;17.14;1168.00;0.28;-695446623#1_1;5.10;20.87;tripinfo_742 fcd_742;55.00;742;0;142.02;0.95;0.00;47.73;DEFAULT_VEHTYPE;;1;39.00
1226.00;695446623#1_1;50.37;15.35;1168.00;0.51;-695446623#1_0;5.10;20.87;tripinfo_768 fcd_768;58.00;768;0;128.50;0.99;0.00;52.56;DEFAULT_VEHTYPE;;1;44.00
1230.00;695504114#4_2;49.75;17.35;1190.00;0.17;-695446623#1_0;5.10;17.84;tripinfo_717 fcd_717;40.00;717;0;142.02;0.89;0.00;31.97;DEFAULT_VEHTYPE;;1;20.00
1231.00;695446623#1_1;50.37;17.72;1195.00;0.48;-695446623#1_0;5.10;17.84;tripinfo_755 fcd_755;36.00;755;0;128.50;1.10;0.00;30.66;DEFAULT_VEHTYPE;;2;17.00
1236.00;39368999#0_0;259.89;27.84;1171.00;0.14;-695446623#1_0;5.10;19.37;tripinfo_656 fcd_656;65.00;656;0;387.69;1.02;0.00;51.23;DEFAULT_VEHTYPE;;1;41.00
1237.00;695446623#1_1;50.37;15.36;1206.00;0.25;-695446623#1_0;5.10;15.83;tripinfo_752 fcd_752;31.00;752;0;128.50;0.97;0.00;25.29;DEFAULT_VEHTYPE;;1;13.00
1238.00;39368999#0_0;259.89;26.61;1204.00;0.87;-695446623#1_0;5.10;17.84;tripinfo_677 fcd_677;34.00;677;0;387.69;0.97;0.00;19.55;DEFAULT_VEHTYPE;;1;9.00
1241.00;39368999#0_0;259.89;29.36;1207.00;0.78;-695446623#1_1;5.10;15.71;tripinfo_667 fcd_667;34.00;667;0;387.69;1.09;0.00;20.55;DEFAULT_VEHTYPE;;1;7.00
1241.00;695504114#4_2;49.75;18.76;1213.00;0.24;-695446623#1_0;5.10;13.78;tripinfo_736 fcd_736;28.00;736;0;142.02;1.14;0.00;21.67;DEFAULT_VEHTYPE;;1;10.00
1241.00;695490087#1_0;110.06;23.23;1213.00;0.02;-695446623#1_1;5.10;13.84;tripinfo_639 fcd_639;28.00;639;0;196.03;1.05;0.00;20.17;DEFAULT_VEHTYPE;;1;7.00
1243.00;695490087#1_2;110.06;24.16;1119.00;0.94;695504114#1_0;5.10;35.06;tripinfo_28 fcd_28;124.00;28;0;921.40;1.26;0.00;94.73;DEFAULT_VEHTYPE;;2;55.00
1246.00;695446623#1_1;50.37;16.55;1215.00;0.36;-695446623#1_0;5.10;11.12;tripinfo_758 fcd_758;31.00;758;0;128.50;0.96;0.00;25.23;DEFAULT_VEHTYPE;;1;10.00
1247.00;695504114#4_0;49.75;18.57;1199.00;0.57;695446624#0_0;5.10;13.71;tripinfo_509 fcd_509;48.00;509;0;722.30;1.19;0.00;23.17;DEFAULT_VEHTYPE;;0;0.00
1250.00;695504114#4_0;49.75;16.68;1230.00;0.09;-39368999#0_0;5.10;29.73;tripinfo_317 fcd_317;20.00;317;0;361.63;1.07;0.00;6.86;DEFAULT_VEHTYPE;;0;0.00
1252.00;695504114#4_2;49.75;16.96;1218.00;0.60;-695446623#1_1;5.10;11.40;tripinfo_719 fcd_719;34.00;719;0;142.02;1.10;0.00;27.81;DEFAULT_VEHTYPE;;2;12.00
1256.00;695490087#1_2;110.06;23.36;1227.00;0.21;-39368999#0_0;5.10;32.15;tripinfo_214 fcd_214;29.00;214;0;444.49;1.16;0.00;13.57;DEFAULT_VEHTYPE;;1;2.00
1259.00;39368999#0_0;259.89;26.69;1224.00;0.25;-695446623#1_0;5.10;8.77;tripinfo_650 fcd_650;35.00;650;0;387.69;0.98;0.00;20.07;DEFAULT_VEHTYPE;;2;2.00
1268.00;695504114#4_0;49.75;18.04;1230.00;0.07;695504114#1_0;5.10;26.03;tripinfo_109 fcd_109;38.00;109;0;239.51;0.94;0.00;28.59;DEFAULT_VEHTYPE;;1;20.00
1269.00;695446623#1_1;50.37;17.56;1239.00;0.38;695504114#1_0;5.10;27.24;tripinfo_162 fcd_162;30.00;162;0;248.31;0.98;0.00;19.29;DEFAULT_VEHTYPE;;1;10.00
1280.00;39368999#0_0;259.89;28.60;1248.00;0.38;695504114#1_0;5.10;28.97;tripinfo_85 fcd_85;32.00;85;0;467.13;1.04;0.00;14.52;DEFAULT_VEHTYPE;;1;2.00
1284.00;39368999#0_0;259.89;26.14;1257.00;0.88;695504114#1_0;5.10;27.26;tripinfo_69 fcd_69;27.00;69;0;467.13;0.98;0.00;8.64;DEFAULT_VEHTYPE;;0;0.00
1292.00;39368999#0_0;259.89;25.11;1267.00;0.14;695504114#1_0;5.10;29.37;tripinfo_96 fcd_96;25.00;96;0;467.13;1.06;0.00;8.06;DEFAULT_VEHTYPE;;0;0.00
1296.00;39368999#0_1;259.89;26.77;1275.00;0.96;695446624#0_0;5.10;13.71;tripinfo_498 fcd_498;21.00;498;0;350.89;0.99;0.00;5.60;DEFAULT_VEHTYPE;;0;0.00
1297.00;695504114#4_0;49.75;28.59;1288.00;0.86;695504114#1_0;5.10;29.10;tripinfo_105 fcd_105;9.00;105;0;239.51;1.05;0.00;0.19;DEFAULT_VEHTYPE;;0;0.00
1298.00;695504114#4_1;49.75;24.48;1288.00;0.58;695504114#1_1;5.10;25.10;tripinfo_104 fcd_104;10.00;104;0;239.51;0.90;0.00;0.27;DEFAULT_VEHTYPE;;0;0.00
1315.00;695504114#4_0;49.75;16.23;1226.00;0.97;695446624#0_0;5.10;13.71;tripinfo_506 fcd_506;89.00;506;0;722.30;0.98;0.00;58.78;DEFAULT_VEHTYPE;;2;32.00
1317.00;695490087#1_2;110.06;24.22;1262.00;0.17;-39368999#0_0;5.10;26.57;tripinfo_206 fcd_206;55.00;206;0;444.49;0.96;0.00;36.60;DEFAULT_VEHTYPE;;1;27.00
1317.00;695504114#4_2;49.75;17.44;1295.00;0.04;-695446623#1_0;5.10;20.87;tripinfo_746 fcd_746;22.00;746;0;142.02;1.09;0.00;15.37;DEFAULT_VEHTYPE;;1;3.00
1327.00;695490087#1_2;110.06;22.31;1300.00;0.76;-39368999#0_1;5.10;30.90;tripinfo_227 fcd_227;27.00;227;0;444.49;1.11;0.00;11.36;DEFAULT_VEHTYPE;;0;0.00
1332.00;695446623#1_0;50.37;16.46;1321.00;0.63;695446624#0_0;5.10;13.71;tripinfo_563 fcd_563;11.00;563;0;101.36;0.98;0.00;6.17;DEFAULT_VEHTYPE;;0;0.00
1333.00;39368999#0_0;259.89;13.04;1279.00;0.21;-39368999#0_0;5.10;27.54;tripinfo_269 fcd_269;54.00;269;0;596.38;0.99;0.00;30.85;DEFAULT_VEHTYPE;;2;15.00
1334.00;695490087#1_2;110.06;25.08;1313.00;0.38;-39368999#0_0;5.10;31.44;tripinfo_246 fcd_246;21.00;246;0;444.49;1.13;0.00;5.55;DEFAULT_VEHTYPE;;0;0.00
1338.00;39368999#0_0;259.89;31.36;1313.00;0.53;695504114#1_0;5.10;31.96;tripinfo_89 fcd_89;25.00;89;0;467.13;1.15;0.00;9.16;DEFAULT_VEHTYPE;;0;0.00
1341.00;695504114#4_2;49.75;17.88;1330.00;0.09;-695446623#1_0;5.10;20.87;tripinfo_748 fcd_748;11.00;748;0;142.02;1.13;0.00;5.11;DEFAULT_VEHTYPE;;0;0.00
1346.00;39368999#0_0;259.89;32.29;1321.00;0.46;695504114#1_0;5.10;32.77;tripinfo_75 fcd_75;25.00;75;0;467.13;1.18;0.00;9.97;DEFAULT_VEHTYPE;;0;0.00
1348.00;695446623#1_1;50.37;16.43;1334.00;0.11;-695446623#1_0;5.10;20.87;tripinfo_789 fcd_789;14.00;789;0;128.50;0.87;0.00;7.46;DEFAULT_VEHTYPE;;0;0.00
1352.00;695446623#1_1;50.37;17.09;1337.00;0.84;-695446623#1_0;5.10;20.87;tripinfo_764 fcd_764;15.00;764;0;128.50;0.82;0.00;7.18;DEFAULT_VEHTYPE;;0;0.00
1360.00;695504114#4_0;49.75;16.43;1336.00;0.31;-39368999#0_0;5.10;24.08;tripinfo_330 fcd_330;24.00;330;0;361.63;0.87;0.00;7.43;DEFAULT_VEHTYPE;;0;0.00
1367.00;39368999#0_1;259.89;33.15;1306.00;0.93;695446624#0_0;5.10;13.71;tripinfo_470 fcd_470;61.00;470;0;350.89;1.21;0.00;49.75;DEFAULT_VEHTYPE;;1;38.00
1369.00;39368999#0_0;259.89;25.03;1337.00;0.57;695504114#1_0;5.10;26.03;tripinfo_78 fcd_78;32.00;78;0;467.13;0.94;0.00;12.53;DEFAULT_VEHTYPE;;1;3.00
1371.00;39368999#0_1;259.89;31.99;1333.00;0.14;695446624#0_0;5.10;13.71;tripinfo_460 fcd_460;38.00;460;0;350.89;1.16;0.00;25.66;DEFAULT_VEHTYPE;;1;14.00
1374.00;695504114#4_0;49.75;26.89;1365.00;0.90;695504114#1_0;5.10;27.90;tripinfo_131 fcd_131;9.00;131;0;239.51;1.00;0.00;0.29;DEFAULT_VEHTYPE;;0;0.00
1376.00;39368999#0_1;259.89;25.14;1350.00;0.42;695446624#0_0;5.10;13.71;tripinfo_490 fcd_490;26.00;490;0;350.89;0.93;0.00;10.11;DEFAULT_VEHTYPE;;1;1.00
1403.00;695446623#1_1;50.37;15.20;1361.00;0.78;-695446623#1_0;5.10;20.87;tripinfo_776 fcd_776;42.00;776;0;128.50;0.95;0.00;35.69;DEFAULT_VEHTYPE;;1;27.00
1410.00;695446623#1_1;50.37;15.54;1365.00;0.78;-695446623#1_0;5.10;20.87;tripinfo_790 fcd_790;45.00;790;0;128.50;0.90;0.00;38.96;DEFAULT_VEHTYPE;;1;30.00
1414.00;695490087#1_2;110.06;21.97;1303.00;0.79;695504114#1_0;5.10;29.81;tripinfo_35 fcd_35;111.00;35;0;921.40;1.07;0.00;77.17;DEFAULT_VEHTYPE;;2;46.00
1416.00;695490087#1_2;110.06;23.52;1337.00;0.13;-39368999#0_0;5.10;22.34;tripinfo_219 fcd_219;79.00;219;0;444.49;1.01;0.00;61.59;DEFAULT_VEHTYPE;;2;44.00
1416.00;39368999#0_1;259.89;27.38;1388.00;0.85;-695446623#1_0;5.10;19.37;tripinfo_681 fcd_681;28.00;681;0;387.69;1.01;0.00;13.84;DEFAULT_VEHTYPE;;1;2.00
1416.00;695504114#4_0;49.75;16.64;1395.00;0.35;-39368999#0_0;5.10;25.97;tripinfo_302 fcd_302;21.00;302;0;361.63;0.93;0.00;5.72;DEFAULT_VEHTYPE;;0;0.00
1422.00;695504114#4_0;49.75;15.47;1372.00;0.99;695446624#0_0;5.10;13.71;tripinfo_521 fcd_521;50.00;521;0;722.30;0.96;0.00;19.67;DEFAULT_VEHTYPE;;0;0.00
1422.00;695490087#1_2;110.06;23.30;1399.00;2.67;-39368999#0_0;5.10;32.90;tripinfo_239 fcd_239;23.00;239;0;444.49;1.18;0.00;8.39;DEFAULT_VEHTYPE;;0;0.00
1429.00;695504114#4_0;49.75;16.09;1379.00;0.84;695446624#0_0;5.10;13.71;tripinfo_512 fcd_512;50.00;512;0;722.30;1.02;0.00;20.46;DEFAULT_VEHTYPE;;0;0.00
1439.00;695490087#1_0;110.06;21.52;1424.00;0.99;-695446623#1_0;5.10;26.09;tripinfo_619 fcd_619;15.00;619;0;196.03;1.11;0.00;7.73;DEFAULT_VEHTYPE;;0;0.00
1448.00;695504114#4_0;49.75;17.22;1408.00;0.21;695504114#1_0;5.10;28.39;tripinfo_122 fcd_122;40.00;122;0;239.51;1.02;0.00;31.54;DEFAULT_VEHTYPE;;1;22.00
1448.00;695504114#4_1;49.75;18.29;1413.00;0.84;695504114#1_1;5.10;26.79;tripinfo_102 fcd_102;35.00;102;0;239.51;0.96;0.00;25.52;DEFAULT_VEHTYPE;;1;16.00
1449.00;695446623#1_0;50.37;16.06;1417.00;0.26;695446624#0_0;5.10;10.95;tripinfo_599 fcd_599;32.00;599;0;101.36;1.17;0.00;28.08;DEFAULT_VEHTYPE;;1;19.00
1451.00;695490087#1_0;110.06;23.60;1407.00;0.86;695446624#0_0;5.10;13.71;tripinfo_424 fcd_424;44.00;424;0;176.33;1.16;0.00;38.40;DEFAULT_VEHTYPE;;1;27.00
1452.00;695446623#1_1;50.37;17.51;1406.00;0.05;695504114#1_0;5.10;24.72;tripinfo_155 fcd_155;46.00;155;0;248.31;0.89;0.00;33.69;DEFAULT_VEHTYPE;;1;23.00
1453.00;695446623#1_0;50.37;16.46;1439.00;0.73;695446624#0_1;5.10;13.71;tripinfo_584 fcd_584;14.00;584;0;101.36;0.98;0.00;8.95;DEFAULT_VEHTYPE;;1;1.00
1456.00;695446623#1_0;50.37;16.54;1439.00;0.31;695446624#0_2;5.10;13.71;tripinfo_553 fcd_553;17.00;553;0;101.36;0.94;0.00;12.32;DEFAULT_VEHTYPE;;1;4.00
1474.00;695490087#1_0;110.06;22.56;1466.00;0.24;695446624#0_0;5.10;22.83;tripinfo_433 fcd_433;8.00;433;0;176.33;0.82;0.00;0.13;DEFAULT_VEHTYPE;;0;0.00
1475.00;695504114#4_0;49.75;18.03;1455.00;0.80;-39368999#0_0;5.10;30.73;tripinfo_327 fcd_327;20.00;327;0;361.63;1.11;0.00;7.29;DEFAULT_VEHTYPE;;0;0.00
1478.00;695504114#4_0;49.75;30.71;1470.00;0.18;695504114#1_0;5.10;31.49;tripinfo_136 fcd_136;8.00;136;0;239.51;1.13;0.00;0.15;DEFAULT_VEHTYPE;;0;0.00
1493.00;695446623#1_0;50.37;22.73;1474.00;0.93;-39368999#0_0;5.10;24.95;tripinfo_359 fcd_359;19.00;359;0;387.41;0.90;0.00;3.04;DEFAULT_VEHTYPE;;0;0.00
1496.00;695446623#1_1;50.37;26.55;1481.00;0.80;-39368999#0_1;5.10;26.97;tripinfo_377 fcd_377;15.00;377;0;387.41;0.97;0.00;0.42;DEFAULT_VEHTYPE;;0;0.00
1497.00;695504114#4_0;49.75;16.45;1477.00;0.07;-39368999#0_1;5.10;28.21;tripinfo_335 fcd_335;20.00;335;0;361.63;1.02;0.00;6.29;DEFAULT_VEHTYPE;;0;0.00
1498.00;695490087#1_2;110.06;23.22;1428.00;0.68;-39368999#0_0;5.10;23.99;tripinfo_249 fcd_249;70.00;249;0;444.49;0.86;0.00;49.32;DEFAULT_VEHTYPE;;1;40.00
1501.00;695504114#4_2;49.75;15.98;1437.00;0.30;-695446623#1_1;5.10;20.87;tripinfo_732 fcd_732;64.00;732;0;142.02;0.95;0.00;57.02;DEFAULT_VEHTYPE;;2;46.00
1503.00;695504114#4_2;49.75;17.64;1437.00;0.36;-695446623#1_0;5.10;20.87;tripinfo_743 fcd_743;66.00;743;0;142.02;1.00;0.00;59.29;DEFAULT_VEHTYPE;;2;46.00
1519.00;695490087#1_0;110.06;22.31;1504.00;0.54;-695446623#1_0;5.10;26.09;tripinfo_609 fcd_609;15.00;609;0;196.03;0.98;0.00;5.95;DEFAULT_VEHTYPE;;0;0.00
1521.00;695446623#1_0;50.37;18.08;1510.00;0.51;695446624#0_0;5.10;13.71;tripinfo_597 fcd_597;11.00;597;0;101.36;1.03;0.00;6.22;DEFAULT_VEHTYPE;;0;0.00
1538.00;695446623#1_1;50.37;18.13;1521.00;0.22;695504114#1_0;5.10;26.67;tripinfo_181 fcd_181;17.00;181;0;248.31;0.96;0.00;5.74;DEFAULT_VEHTYPE;;0;0.00
1548.00;695490087#1_0;110.06;21.70;1532.00;0.92;-695446623#1_0;5.10;20.87;tripinfo_611 fcd_611;16.00;611;0;196.03;0.86;0.00;6.01;DEFAULT_VEHTYPE;;0;0.00
1551.00;39368999#0_1;259.89;21.38;1480.00;0.32;695446624#0_0;5.10;13.71;tripinfo_477 fcd_477;71.00;477;0;350.89;0.82;0.00;53.33;DEFAULT_VEHTYPE;;1;44.00
1552.00;695446623#1_1;50.37;19.26;1538.00;0.42;695504114#1_0;5.10;32.98;tripinfo_164 fcd_164;14.00;164;0;248.31;1.19;0.00;5.55;DEFAULT_VEHTYPE;;0;0.00
1557.00;695490087#1_0;110.06;22.87;1541.00;0.17;-695446623#1_0;5.10;20.87;tripinfo_606 fcd_606;16.00;606;0;196.03;0.95;0.00;7.23;DEFAULT_VEHTYPE;;0;0.00
1574.00;39368999#0_1;259.89;24.12;1552.00;0.07;695446624#0_0;5.10;13.71;tripinfo_484 fcd_484;22.00;484;0;350.89;0.90;0.00;5.13;DEFAULT_VEHTYPE;;0;0.00
1584.00;695446623#1_1;50.37;16.61;1522.00;0.19;-695446623#1_0;5.10;20.87;tripinfo_788 fcd_788;62.00;788;0;128.50;0.95;0.00;55.84;DEFAULT_VEHTYPE;;1;46.00
1584.00;695446623#1_0;50.37;20.09;1524.00;0.19;-39368999#0_0;5.10;30.12;tripinfo_352 fcd_352;60.00;352;0;387.41;1.08;0.00;46.65;DEFAULT_VEHTYPE;;1;37.00
1585.00;695504114#4_0;49.75;15.90;1500.00;0.11;695446624#0_0;5.10;13.71;tripinfo_520 fcd_520;85.00;520;0;722.30;1.03;0.00;56.49;DEFAULT_VEHTYPE;;1;27.00
1586.00;695446623#1_1;50.37;16.40;1560.00;0.81;-695446623#1_0;5.10;19.17;tripinfo_753 fcd_753;26.00;753;0;128.50;1.12;0.00;20.89;DEFAULT_VEHTYPE;;2;9.00
1592.00;39368999#0_0;259.89;33.01;1542.00;0.17;-695446623#1_1;5.10;19.17;tripinfo_682 fcd_682;50.00;682;0;387.69;1.20;0.00;38.10;DEFAULT_VEHTYPE;;1;21.00
1602.00;695446623#1_1;50.37;27.50;1585.00;0.65;-39368999#0_0;5.10;28.22;tripinfo_384 fcd_384;17.00;384;0;387.41;1.02;0.00;2.48;DEFAULT_VEHTYPE;;0;0.00
1603.00;695504114#4_0;49.75;16.11;1584.00;0.10;-39368999#0_0;5.10;31.67;tripinfo_344 fcd_344;19.00;344;0;361.63;1.14;0.00;6.63;DEFAULT_VEHTYPE;;0;0.00
1607.00;695504114#4_0;49.75;16.80;1556.00;0.94;695446624#0_0;5.10;13.71;tripinfo_518 fcd_518;51.00;518;0;722.30;0.99;0.00;21.51;DEFAULT_VEHTYPE;;0;0.00
1607.00;695446623#1_0;50.37;18.12;1596.00;0.24;695446624#0_0;5.10;13.71;tripinfo_593 fcd_593;11.00;593;0;101.36;0.94;0.00;5.77;DEFAULT_VEHTYPE;;0;0.00
1609.00;695504114#4_2;49.75;18.41;1597.00;0.80;-695446623#1_0;5.10;20.87;tripinfo_730 fcd_730;12.00;730;0;142.02;1.01;0.00;5.01;DEFAULT_VEHTYPE;;0;0.00
1614.00;695446623#1_0;50.37;17.96;1603.00;0.16;695446624#0_0;5.10;13.71;tripinfo_573 fcd_573;11.00;573;0;101.36;0.93;0.00;5.81;DEFAULT_VEHTYPE;;0;0.00
1619.00;695446623#1_0;50.37;16.61;1605.00;0.77;695446624#0_1;5.10;13.71;tripinfo_576 fcd_576;14.00;576;0;101.36;0.81;0.00;7.70;DEFAULT_VEHTYPE;;0;0.00
1623.00;695490087#1_2;110.06;25.01;1599.00;0.35;-39368999#0_0;5.10;25.15;tripinfo_237 fcd_237;24.00;237;0;444.49;0.91;0.00;4.43;DEFAULT_VEHTYPE;;0;0.00
1631.00;695490087#1_0;110.06;21.52;1610.00;0.73;695446624#0_0;5.10;12.39;tripinfo_421 fcd_421;21.00;421;0;176.33;1.10;0.00;15.15;DEFAULT_VEHTYPE;;1;4.00
1631.00;695490087#1_1;110.06;23.18;1615.00;0.18;695446624#0_0;5.10;10.91;tripinfo_417 fcd_417;16.00;417;0;176.33;0.92;0.00;8.35;DEFAULT_VEHTYPE;;0;0.00
1632.00;695446623#1_1;50.37;19.21;1579.00;0.65;695504114#1_0;5.10;30.97;tripinfo_190 fcd_190;53.00;190;0;248.31;1.11;0.00;43.11;DEFAULT_VEHTYPE;;1;30.00
1632.00;695504114#4_0;49.75;23.04;1621.00;0.34;695504114#1_0;5.10;23.66;tripinfo_146 fcd_146;11.00;146;0;239.51;0.85;0.00;0.35;DEFAULT_VEHTYPE;;0;0.00
1633.00;695446623#1_1;50.37;18.20;1594.00;0.38;695504114#1_0;5.10;30.95;tripinfo_163 fcd_163;39.00;163;0;248.31;1.11;0.00;29.63;DEFAULT_VEHTYPE;;1;16.00
1636.00;695446623#1_1;50.37;18.93;1610.00;0.67;695504114#1_0;5.10;29.99;tripinfo_160 fcd_160;26.00;160;0;248.31;1.08;0.00;16.16;DEFAULT_VEHTYPE;;1;1.00
1662.00;39368999#0_1;259.89;31.27;1642.00;0.38;695446624#0_0;5.10;13.71;tripinfo_455 fcd_455;20.00;455;0;350.89;1.14;0.00;6.88;DEFAULT_VEHTYPE;;0;0.00
1672.00;695446623#1_1;50.37;16.81;1646.00;0.68;-695446623#1_0;5.10;20.87;tripinfo_782 fcd_782;26.00;782;0;128.50;1.10;0.00;21.22;DEFAULT_VEHTYPE;;1;12.00
1674.00;695446623#1_0;50.37;19.34;1621.00;0.83;-39368999#0_0;5.10;23.43;tripinfo_385 fcd_385;53.00;385;0;387.41;0.84;0.00;35.91;DEFAULT_VEHTYPE;;1;26.00
1677.00;695490087#1_2;110.06;24.41;1581.00;0.23;695504114#1_0;5.10;27.66;tripinfo_8 fcd_8;96.00;8;0;921.40;1.00;0.00;59.22;DEFAULT_VEHTYPE;;1;33.00
1677.00;695446623#1_1;50.37;19.26;1631.00;0.35;-39368999#0_1;5.10;26.69;tripinfo_397 fcd_397;46.00;397;0;387.41;0.96;0.00;30.95;DEFAULT_VEHTYPE;;1;18.00
1681.00;695504114#4_2;49.75;18.21;1653.00;0.07;-695446623#1_0;5.10;20.87;tripinfo_705 fcd_705;28.00;705;0;142.02;0.99;0.00;20.91;DEFAULT_VEHTYPE;;2;10.00
